# file...... Voltage_630_day.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... meter 40
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2436.52,-16.3788,-1210.64,-2116.27,-1227.44,+2132.18
2016-01-01 00:15:00 PST,+2570.2,-22.2402,-1281.32,-2231.24,-1276.9,+2226.4
2016-01-01 00:30:00 PST,+2570.31,-23.4081,-1280.58,-2231.5,-1277.79,+2227.73
2016-01-01 00:45:00 PST,+2572.15,-22.9857,-1281.7,-2232.36,-1277.91,+2228.61
2016-01-01 01:00:00 PST,+2572.49,-27.3153,-1284.65,-2231.72,-1277.07,+2230.86
2016-01-01 01:15:00 PST,+2574.83,-24.5007,-1285.38,-2233.06,-1277.07,+2231.47
