# file...... Voltage_650_day.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 42
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2377.11,-15.9796,-1181.12,-2064.66,-1197.51,+2080.18
2016-01-01 00:15:00 PST,+2377.09,-20.5703,-1185.04,-2063.59,-1194.77,+2083.19
2016-01-01 00:30:00 PST,+2377.18,-21.6506,-1184.36,-2063.83,-1195.6,+2084.44
2016-01-01 00:45:00 PST,+2378.88,-21.2598,-1185.39,-2064.63,-1195.71,+2085.26
2016-01-01 01:00:00 PST,+2379.21,-25.2651,-1188.13,-2064.04,-1194.93,+2087.37
2016-01-01 01:15:00 PST,+2381.37,-22.6614,-1188.81,-2065.28,-1194.92,+2087.94
