# file...... Voltage_634_day.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 45
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+279.244,-4.21915,-142.39,-242.657,-140.784,+246.18
2016-01-01 00:15:00 PST,+292.635,-7.55875,-153.048,-254.162,-144.668,+257.147
2016-01-01 00:30:00 PST,+292.54,-7.80692,-153.016,-254.201,-144.756,+257.282
2016-01-01 00:45:00 PST,+293.117,-7.48973,-152.908,-254.105,-144.104,+257.589
2016-01-01 01:00:00 PST,+291.009,-10.6953,-155.443,-253.295,-143.645,+257.522
2016-01-01 01:15:00 PST,+292.809,-8.27,-154.442,-252.784,-142.524,+258.38
