# file...... Voltage_671_day.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 49
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2406.93,-58.0251,-1251.53,-2095.54,-1211.26,+2132.93
2016-01-01 00:15:00 PST,+2506.7,-111.863,-1362.82,-2183.92,-1228.42,+2227.3
2016-01-01 00:30:00 PST,+2505.64,-115.836,-1361.57,-2186.1,-1228.53,+2227.6
2016-01-01 00:45:00 PST,+2512.88,-109.618,-1360.51,-2181.18,-1217.77,+2233.01
2016-01-01 01:00:00 PST,+2478.71,-164.066,-1395.94,-2174.57,-1208.72,+2226.91
2016-01-01 01:15:00 PST,+2505.73,-123.436,-1381.09,-2161.28,-1191.42,+2242.21
