# file...... reg1_output_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... regulator 57
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_B.real,power_in_C.real,power_in_A.imag,power_in_B.imag,power_in_C.imag,tap_A_change_count,tap_B_change_count,tap_C_change_count
2016-01-01 00:58:10 PST,13,13,11,+743584,+653742,+450076,+58931.5,+44024.2,+20612.8,+9,+9,+7
2016-01-01 00:58:20 PST,13,13,11,+743514,+663492,+450144,+58758.1,+44688.3,+20613.7,+9,+9,+7
2016-01-01 00:58:30 PST,13,13,11,+752397,+677759,+450188,+59360.9,+47025.3,+20463.9,+9,+9,+7
2016-01-01 00:58:40 PST,13,13,11,+752213,+677795,+445814,+59267.4,+47260.8,+19672.3,+9,+9,+7
2016-01-01 00:58:50 PST,13,13,11,+752217,+687297,+445955,+58896.5,+48678.8,+19712.7,+9,+9,+7
2016-01-01 00:59:00 PST,13,13,11,+752373,+686819,+455696,+58856.1,+48280.4,+20429.6,+9,+9,+7
2016-01-01 00:59:10 PST,13,13,11,+751421,+686743,+455064,+58469.5,+48275.2,+20245.4,+9,+9,+7
2016-01-01 00:59:20 PST,13,13,11,+751419,+686741,+455002,+58470.4,+48268.2,+20240,+9,+9,+7
2016-01-01 00:59:30 PST,13,13,11,+751881,+686627,+473728,+58577.7,+47663,+22600.1,+9,+9,+7
2016-01-01 00:59:40 PST,13,13,11,+764598,+695860,+473835,+60295.4,+48834.7,+22402.5,+9,+9,+7
2016-01-01 00:59:50 PST,13,13,11,+765044,+695601,+491964,+60284.1,+48333,+24058.6,+9,+9,+7
2016-01-01 01:00:00 PST,13,13,11,+764981,+695293,+491937,+60212.6,+48212.9,+24038.9,+9,+9,+7
2016-01-01 01:00:10 PST,13,13,11,+764989,+694324,+491921,+60256.5,+47842.4,+24032.4,+9,+9,+7
2016-01-01 01:00:20 PST,13,13,11,+765014,+694329,+492475,+60320.8,+47749.2,+24377.6,+9,+9,+7
2016-01-01 01:00:30 PST,13,13,11,+764913,+698004,+492647,+60145.1,+48436.8,+24445.7,+9,+9,+7
2016-01-01 01:00:40 PST,13,13,11,+774024,+698169,+492711,+61623.9,+48465.9,+24258.6,+9,+9,+7
2016-01-01 01:00:50 PST,13,13,11,+783360,+698373,+492646,+63023.3,+48461.3,+24051.9,+9,+9,+7
2016-01-01 01:01:00 PST,13,13,11,+783259,+675313,+479154,+63731.9,+46423.2,+22915.9,+9,+9,+7
2016-01-01 01:01:10 PST,13,13,11,+783531,+675654,+488821,+63704.8,+46356.1,+23680.7,+9,+9,+7
2016-01-01 01:01:20 PST,13,13,11,+783514,+675751,+488225,+63757.6,+46334.1,+23654.4,+9,+9,+7
2016-01-01 01:01:30 PST,13,13,11,+792381,+689080,+488072,+64668.8,+48434.6,+23383.9,+9,+9,+7
2016-01-01 01:01:40 PST,13,13,11,+779856,+675973,+474960,+63153.2,+46712.3,+22605.5,+9,+9,+7
2016-01-01 01:01:50 PST,13,13,11,+779651,+689651,+475000,+62619.3,+48529.3,+22566.1,+9,+9,+7
2016-01-01 01:02:00 PST,13,13,11,+779617,+703006,+475328,+62064.1,+50713,+22682.7,+9,+9,+7
2016-01-01 01:02:10 PST,13,13,11,+779346,+713584,+472189,+61862.1,+51863.6,+22134.1,+9,+9,+7
2016-01-01 01:02:20 PST,13,13,11,+779142,+737952,+472404,+61121.8,+55050.3,+22200.4,+9,+9,+7
2016-01-01 01:02:30 PST,13,13,11,+779972,+747765,+472359,+61149,+56373,+22131,+9,+9,+7
2016-01-01 01:02:40 PST,13,13,11,+780381,+743055,+482851,+61398.9,+55361.5,+23145.2,+9,+9,+7
2016-01-01 01:02:50 PST,13,13,11,+780294,+752833,+483013,+60985.9,+57044.9,+23204,+9,+9,+7
2016-01-01 01:03:00 PST,13,13,11,+780291,+752804,+482833,+60988.9,+57045.7,+23159.3,+9,+9,+7
2016-01-01 01:03:10 PST,13,13,11,+780784,+743363,+496172,+61492.3,+55085.4,+24581.9,+9,+9,+7
2016-01-01 01:03:20 PST,13,13,11,+771271,+753239,+496398,+59644.4,+56526.9,+24804.3,+9,+9,+7
2016-01-01 01:03:30 PST,13,13,11,+771563,+754288,+509877,+59568.1,+56663.3,+26087.6,+9,+9,+7
2016-01-01 01:03:40 PST,13,13,11,+749804,+732265,+509739,+57039.6,+54231.3,+26509.2,+9,+9,+7
2016-01-01 01:03:50 PST,13,13,11,+749604,+722424,+504735,+57314.4,+53043,+26091.4,+9,+9,+7
2016-01-01 01:04:00 PST,13,13,11,+750076,+721897,+518433,+57378.2,+52525.8,+27470.3,+9,+9,+7
2016-01-01 01:04:10 PST,13,13,11,+727944,+721214,+518486,+54251.4,+52530,+27935.4,+9,+9,+7
2016-01-01 01:04:20 PST,13,13,11,+715573,+720670,+518546,+52387.1,+52379,+28259.8,+9,+9,+7
2016-01-01 01:04:30 PST,13,13,11,+715561,+720820,+518549,+52376.7,+52469,+28262.4,+9,+9,+7
2016-01-01 01:04:40 PST,13,13,11,+716190,+734572,+508953,+52328.9,+54690.5,+27352.6,+9,+9,+7
2016-01-01 01:04:50 PST,13,13,11,+716374,+715443,+508654,+53122.3,+51680.3,+27268.6,+9,+9,+7
2016-01-01 01:05:00 PST,13,13,11,+717515,+715587,+508652,+53583.4,+51732.7,+27238.9,+9,+9,+7
2016-01-01 01:05:10 PST,13,13,11,+717190,+715576,+495422,+53597.5,+52055.7,+26042.7,+9,+9,+7
2016-01-01 01:05:20 PST,13,13,11,+718067,+716223,+484942,+53986.8,+52634.3,+24767.6,+9,+9,+7
2016-01-01 01:05:30 PST,13,13,11,+730880,+730320,+485095,+55631.9,+54709.1,+24463.6,+9,+9,+7
2016-01-01 01:05:40 PST,13,13,11,+730888,+730390,+485424,+55634.9,+54736.3,+24591.8,+9,+9,+7
2016-01-01 01:05:50 PST,13,13,11,+730004,+730040,+455903,+55542.7,+55426.3,+21908.9,+9,+9,+7
2016-01-01 01:06:00 PST,13,13,11,+729762,+744804,+455452,+54675.7,+59052.4,+21747.6,+9,+9,+7
2016-01-01 01:06:10 PST,13,13,11,+729762,+744760,+455451,+54677.6,+59045.2,+21747.3,+9,+9,+7
2016-01-01 01:06:20 PST,13,13,11,+717191,+734437,+455461,+53074.1,+58250.6,+21998.7,+9,+9,+7
2016-01-01 01:06:30 PST,13,13,11,+717032,+747920,+455983,+52590.7,+60285.8,+22140.5,+9,+9,+7
2016-01-01 01:06:40 PST,13,13,11,+709641,+738871,+455882,+51695.4,+59277.5,+22330.5,+9,+9,+7
2016-01-01 01:06:50 PST,13,13,11,+709606,+738849,+456344,+51693.7,+59260.7,+22465.1,+9,+9,+7
2016-01-01 01:07:00 PST,13,13,11,+709647,+729182,+456090,+52086.4,+57664.4,+22405.3,+9,+9,+7
2016-01-01 01:07:10 PST,13,13,11,+710456,+728998,+456087,+52438.8,+57582.6,+22381.5,+9,+9,+7
2016-01-01 01:07:20 PST,13,13,11,+710668,+728950,+456085,+52529,+57576,+22376.2,+9,+9,+7
2016-01-01 01:07:30 PST,13,13,11,+713507,+714781,+455877,+54112.9,+55369.5,+22288.9,+9,+9,+7
2016-01-01 01:07:40 PST,13,13,11,+701297,+701282,+465313,+52975.3,+53006.2,+23139.3,+9,+9,+7
2016-01-01 01:07:50 PST,13,13,11,+702163,+700986,+488544,+53095.5,+52369.1,+25128.7,+9,+9,+7
2016-01-01 01:08:00 PST,13,13,11,+701754,+714064,+502139,+52386.6,+54064.6,+26691.4,+9,+9,+7
2016-01-01 01:08:10 PST,13,13,11,+700975,+691577,+501762,+52839.5,+50873,+26639.2,+9,+9,+7
2016-01-01 01:08:20 PST,13,13,11,+702403,+691616,+501705,+53435.6,+50886.7,+26599.1,+9,+9,+7
2016-01-01 01:08:30 PST,13,13,11,+692712,+690962,+500641,+52128.9,+50773.6,+26423.6,+9,+9,+7
2016-01-01 01:08:40 PST,13,13,11,+692515,+704492,+500860,+51662.5,+52620.4,+26439.4,+9,+9,+7
2016-01-01 01:08:50 PST,13,13,11,+692373,+704489,+501437,+51616.5,+52597.3,+26645.3,+9,+9,+7
2016-01-01 01:09:00 PST,13,13,11,+692505,+713800,+514901,+51264.1,+53572.3,+28212.2,+9,+9,+7
2016-01-01 01:09:10 PST,13,13,11,+692383,+723825,+514839,+50916.1,+54988.9,+28136.4,+9,+9,+7
2016-01-01 01:09:20 PST,13,13,11,+692512,+723254,+514766,+51025.6,+54769.7,+28117.8,+9,+9,+7
2016-01-01 01:09:30 PST,13,13,11,+692184,+723364,+501794,+51030.9,+55119,+26972.1,+9,+9,+7
2016-01-01 01:09:40 PST,13,13,11,+692151,+710434,+500489,+51525.1,+53114.2,+26539.7,+9,+9,+7
2016-01-01 01:09:50 PST,13,13,11,+692019,+720282,+500648,+51189.9,+54426.8,+26550.1,+9,+9,+7
2016-01-01 01:10:00 PST,13,13,11,+701405,+710906,+500255,+52773.1,+52898.9,+26241.2,+9,+9,+7
2016-01-01 01:10:10 PST,13,13,11,+701728,+710948,+513493,+52838.1,+52510.2,+27738.2,+9,+9,+7
2016-01-01 01:10:20 PST,13,13,11,+701100,+698097,+497222,+53143.8,+51086,+25990.7,+9,+9,+7
2016-01-01 01:10:30 PST,13,13,11,+701144,+685272,+493988,+53625.3,+49298.4,+24858.3,+9,+9,+7
2016-01-01 01:10:40 PST,13,13,11,+701134,+685273,+493584,+53622.2,+49310.1,+24731.1,+9,+9,+7
2016-01-01 01:10:50 PST,13,13,11,+688103,+681361,+493600,+51583.6,+48971.9,+25104.6,+9,+9,+7
2016-01-01 01:11:00 PST,13,13,11,+688101,+681356,+493649,+51585.2,+48965.9,+25137,+9,+9,+7
2016-01-01 01:11:10 PST,13,13,11,+688101,+681467,+493650,+51582.9,+49007.1,+25137.4,+9,+9,+7
2016-01-01 01:11:20 PST,13,13,11,+664489,+671222,+493641,+48820.5,+47581.4,+25663.1,+9,+9,+7
2016-01-01 01:11:30 PST,13,13,11,+664274,+669806,+507530,+48690.2,+46713.6,+27146.7,+9,+9,+7
2016-01-01 01:11:40 PST,13,13,11,+661540,+644019,+507077,+49019.8,+43391.6,+27181.5,+9,+9,+7
2016-01-01 01:11:50 PST,13,13,11,+661310,+644207,+497405,+48972.7,+43753.1,+26155.7,+9,+9,+7
2016-01-01 01:12:00 PST,13,13,11,+648584,+643320,+497381,+47368.1,+43544.5,+26385.5,+9,+9,+7
2016-01-01 01:12:10 PST,13,13,11,+648477,+643066,+497377,+47332.2,+43447.9,+26385.6,+9,+9,+7
2016-01-01 01:12:20 PST,13,13,11,+661623,+630720,+497088,+49754.9,+41902.7,+25995.6,+9,+9,+7
2016-01-01 01:12:30 PST,13,13,11,+661837,+630725,+496979,+49845.5,+41908,+25946.5,+9,+9,+7
2016-01-01 01:12:40 PST,13,13,11,+636149,+629541,+487308,+46526.9,+41854.6,+25641.7,+9,+9,+7
2016-01-01 01:12:50 PST,13,13,11,+636060,+629622,+488446,+46441.1,+41888.9,+25173.5,+9,+9,+7
2016-01-01 01:13:00 PST,13,13,11,+636347,+629413,+502620,+46438.6,+41516.3,+26746.2,+9,+9,+7
2016-01-01 01:13:10 PST,13,13,11,+636372,+616099,+502511,+46632.8,+40608.5,+26746,+9,+9,+7
2016-01-01 01:13:20 PST,13,13,11,+636468,+616007,+502495,+46679.8,+40599.3,+26742.6,+9,+9,+7
2016-01-01 01:13:30 PST,13,13,11,+636345,+625876,+501913,+46519.1,+41272.3,+26514.9,+9,+9,+7
2016-01-01 01:13:40 PST,13,13,11,+636509,+639041,+515538,+46028.6,+42830.9,+27929.7,+9,+9,+7
2016-01-01 01:13:50 PST,13,13,11,+636511,+638934,+515644,+46034.7,+42781,+27972.3,+9,+9,+7
2016-01-01 01:14:00 PST,13,13,11,+623520,+638619,+515641,+44458.8,+42803.1,+28221.7,+9,+9,+7
2016-01-01 01:14:10 PST,13,13,11,+623312,+638343,+505716,+44480.5,+42895.9,+27238.2,+9,+9,+7
2016-01-01 01:14:20 PST,13,13,11,+610363,+650715,+505848,+42517.5,+44618,+27536.6,+9,+9,+7
2016-01-01 01:14:30 PST,13,13,11,+610600,+649900,+519988,+42334.9,+44785.6,+29217.5,+9,+9,+7
2016-01-01 01:14:40 PST,13,13,11,+597630,+654399,+520136,+40828,+45140.1,+29511.2,+9,+9,+7
2016-01-01 01:14:50 PST,13,13,11,+610375,+652973,+517470,+42480,+44675.5,+28891.7,+9,+9,+7
2016-01-01 01:15:00 PST,13,13,11,+624228,+663324,+517655,+43880.5,+45703.4,+28559.1,+9,+9,+7
2016-01-01 01:15:10 PST,13,13,11,+624592,+663298,+536048,+43980.1,+45165.2,+31233.8,+9,+9,+7
2016-01-01 01:15:20 PST,13,13,11,+624482,+662358,+535865,+44005.5,+44798.2,+31175.1,+9,+9,+7
2016-01-01 01:15:30 PST,13,13,11,+624144,+671998,+523015,+43603.9,+46578.7,+29725.5,+9,+9,+7
2016-01-01 01:15:40 PST,13,13,11,+642082,+691576,+510166,+45042.8,+49721.6,+28134.6,+9,+9,+7
2016-01-01 01:15:50 PST,13,13,11,+648980,+701793,+510299,+45778.7,+51430.9,+28011,+9,+9,+7
2016-01-01 01:16:00 PST,13,13,11,+662503,+702389,+510351,+47592.2,+51512.7,+27788.2,+9,+9,+7
2016-01-01 01:16:10 PST,13,13,11,+662453,+702492,+510298,+47581.2,+51562.7,+27784.9,+9,+9,+7
2016-01-01 01:16:20 PST,13,13,11,+677194,+712599,+537735,+49728.1,+51467,+30732.8,+9,+9,+7
2016-01-01 01:16:30 PST,13,13,11,+682565,+725892,+537760,+49776.6,+53202.3,+30569.9,+9,+9,+7
2016-01-01 01:16:40 PST,13,13,11,+695681,+739513,+537983,+51333.6,+55561.4,+30332.2,+9,+9,+7
2016-01-01 01:16:50 PST,13,13,11,+695092,+749583,+525066,+50838.3,+57688.6,+29140.9,+9,+9,+7
2016-01-01 01:17:00 PST,13,13,11,+695013,+759526,+525104,+50428.3,+59478.8,+29157.6,+9,+9,+7
2016-01-01 01:17:10 PST,13,13,11,+694681,+758988,+525102,+50308.5,+59308.8,+29165.7,+9,+9,+7
2016-01-01 01:17:20 PST,13,13,11,+694442,+782064,+539496,+49292.1,+62838.9,+30862.8,+9,+9,+7
2016-01-01 01:17:30 PST,13,13,11,+694110,+782040,+539601,+49168.6,+62830.2,+30908.8,+9,+9,+7
2016-01-01 01:17:40 PST,13,13,11,+682222,+778676,+539958,+47735,+62754.3,+31434.9,+9,+9,+7
2016-01-01 01:17:50 PST,13,13,11,+682057,+778781,+539848,+47679,+62797.4,+31400.1,+9,+9,+7
2016-01-01 01:18:00 PST,13,13,11,+694695,+779171,+539852,+49237.3,+62780.9,+31139.6,+9,+9,+7
2016-01-01 01:18:10 PST,13,13,11,+694536,+784661,+539808,+48974.6,+63538.4,+31128.5,+9,+9,+7
2016-01-01 01:18:20 PST,13,13,11,+694581,+797918,+550390,+48503.9,+65339.9,+32315.3,+9,+9,+7
2016-01-01 01:18:30 PST,13,13,11,+698137,+788665,+550075,+49396.2,+63703.3,+32158.2,+9,+9,+7
2016-01-01 01:18:40 PST,13,13,11,+710501,+802572,+550146,+50687.4,+64961,+31903.2,+9,+9,+7
2016-01-01 01:18:50 PST,13,13,11,+710501,+802356,+550089,+50694.4,+64871.5,+31896.2,+9,+9,+7
2016-01-01 01:19:00 PST,13,13,11,+719740,+802448,+549632,+51893.4,+64791,+31539.8,+9,+9,+7
2016-01-01 01:19:10 PST,13,13,11,+719516,+822103,+549802,+51497,+66575.3,+31556.7,+9,+9,+7
2016-01-01 01:19:20 PST,13,13,11,+719933,+797739,+549344,+52445.3,+63233.8,+31514.9,+9,+9,+7
2016-01-01 01:19:30 PST,13,13,11,+710313,+784811,+539587,+51694.5,+61412.2,+30590.3,+9,+9,+7
2016-01-01 01:19:40 PST,13,13,11,+710148,+784891,+529872,+51742.4,+61686.1,+29678.8,+9,+9,+7
2016-01-01 01:19:50 PST,13,13,11,+710032,+784834,+529501,+51691.2,+61694.6,+29549.4,+9,+9,+7
2016-01-01 01:20:00 PST,13,13,11,+709963,+784835,+528827,+51678,+61716.4,+29318.2,+9,+9,+7
2016-01-01 01:20:10 PST,13,13,11,+710060,+785101,+534826,+51561.4,+61566.2,+29684.7,+9,+9,+7
2016-01-01 01:20:20 PST,13,13,11,+709517,+772566,+534534,+51826.2,+59461.6,+29623.8,+9,+9,+7
2016-01-01 01:20:30 PST,13,13,11,+709003,+808357,+522117,+50386.8,+66312.3,+28607.1,+9,+9,+7
2016-01-01 01:20:40 PST,13,13,11,+708957,+808345,+522117,+50380.8,+66309.9,+28608.3,+9,+9,+7
2016-01-01 01:20:50 PST,13,13,11,+708825,+808077,+535912,+50222.8,+65842,+30126.6,+9,+9,+7
2016-01-01 01:21:00 PST,13,13,11,+708583,+809356,+526198,+50112.1,+66752.3,+29062.6,+9,+9,+7
2016-01-01 01:21:10 PST,13,13,11,+708222,+822132,+536074,+49427.2,+68790.1,+30202.4,+9,+9,+7
2016-01-01 01:21:20 PST,13,13,11,+709656,+822135,+536068,+49988.5,+68797.1,+30162.5,+9,+9,+7
2016-01-01 01:21:30 PST,13,13,11,+709440,+844666,+536448,+49105.1,+72800.8,+30262.5,+9,+9,+7
2016-01-01 01:21:40 PST,13,13,11,+700169,+858540,+546389,+47342.3,+74989,+31626.4,+9,+9,+7
2016-01-01 01:21:50 PST,13,13,11,+699487,+858056,+536114,+47147.9,+75164.4,+30323.7,+9,+9,+7
2016-01-01 01:22:00 PST,13,13,11,+712317,+858229,+536038,+49060.5,+75152.2,+29979.8,+9,+9,+7
2016-01-01 01:22:10 PST,13,13,11,+718036,+858069,+564663,+49157.3,+74182.6,+33069.7,+9,+9,+7
2016-01-01 01:22:20 PST,13,13,11,+717361,+867720,+564839,+48592.7,+75751.5,+33107.4,+9,+9,+7
2016-01-01 01:22:30 PST,13,13,11,+717553,+868631,+564627,+48655,+76074.1,+33016.3,+9,+9,+7
2016-01-01 01:22:40 PST,13,13,11,+730470,+870100,+564523,+50481.7,+76433.4,+32694.8,+9,+9,+7
2016-01-01 01:22:50 PST,13,13,11,+730470,+883156,+564736,+49962.1,+79179.6,+32782.3,+9,+9,+7
2016-01-01 01:23:00 PST,13,13,11,+742781,+882806,+564488,+51759.4,+78954.9,+32380.3,+9,+9,+7
2016-01-01 01:23:10 PST,13,13,11,+742916,+881726,+573953,+51758.8,+78233.6,+33263.7,+9,+9,+7
2016-01-01 01:23:20 PST,13,13,11,+742099,+881866,+564241,+51467.1,+78664.7,+32125,+9,+9,+7
2016-01-01 01:23:30 PST,13,13,11,+751359,+882238,+564184,+52839.1,+78758.3,+31867.8,+9,+9,+7
2016-01-01 01:23:40 PST,13,13,11,+751245,+882133,+563890,+52793.2,+78718.5,+31765.4,+9,+9,+7
2016-01-01 01:23:50 PST,13,13,11,+751460,+881719,+563882,+52904.3,+78564.8,+31756.6,+9,+9,+7
2016-01-01 01:24:00 PST,13,13,11,+751439,+881007,+555196,+52987.2,+78578.3,+31013.3,+9,+9,+7
2016-01-01 01:24:10 PST,13,13,11,+751532,+893551,+554825,+52503.9,+81180.6,+30860.8,+9,+9,+7
2016-01-01 01:24:20 PST,13,13,11,+752446,+902753,+554496,+52494.2,+83051.7,+30742.5,+9,+9,+7
2016-01-01 01:24:30 PST,13,13,11,+752258,+915185,+554463,+52239.8,+84091.3,+30704.6,+9,+9,+7
2016-01-01 01:24:40 PST,13,13,11,+777328,+921447,+565343,+55430.9,+84298.9,+31677.2,+9,+9,+7
2016-01-01 01:24:50 PST,13,13,11,+781458,+926543,+566526,+55766.3,+84951.2,+32033.2,+9,+9,+7
2016-01-01 01:25:00 PST,13,13,11,+782489,+916140,+575585,+56508.7,+83042.4,+32763.9,+9,+9,+7
2016-01-01 01:25:10 PST,13,13,11,+795238,+916799,+565754,+58443.5,+83528.9,+31297.3,+9,+9,+7
2016-01-01 01:25:20 PST,13,13,11,+808211,+907638,+575092,+60842,+81522.1,+32044.6,+9,+9,+7
2016-01-01 01:25:30 PST,13,13,11,+795144,+906421,+565441,+58718.9,+81333,+31446.6,+9,+9,+7
2016-01-01 01:25:40 PST,13,13,11,+795641,+890193,+554276,+59628,+78903.3,+30009.3,+9,+9,+7
2016-01-01 01:25:50 PST,13,13,11,+808693,+896069,+557898,+61568.1,+79059.1,+30152.3,+9,+9,+7
2016-01-01 01:26:00 PST,13,13,11,+808342,+893099,+544885,+61633.4,+79021,+28696.8,+9,+9,+7
