# file...... Voltage_611_day.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 52
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+0,+0,+0,+0,-1210.63,+2132.31
2016-01-01 00:15:00 PST,+0,+0,+0,+0,-1227.25,+2225.82
2016-01-01 00:30:00 PST,+0,+0,+0,+0,-1226.3,+2225.82
2016-01-01 00:45:00 PST,+0,+0,+0,+0,-1215.9,+2231.22
2016-01-01 01:00:00 PST,+0,+0,+0,+0,-1206.02,+2224.37
2016-01-01 01:15:00 PST,+0,+0,+0,+0,-1190.64,+2240.91
