# file...... transformer_power_seconds.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... transformer 27
# trigger... (none)
# interval.. 10
# limit..... 0
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag
2016-01-01 00:58:30 PST,+702550,+77539.4,+560977,+102089,+618209,-44424.2
2016-01-01 00:58:40 PST,+702573,+77545.2,+558500,+103074,+616137,-46091.7
2016-01-01 00:58:50 PST,+707811,+75359.7,+562970,+106564,+616091,-46219.4
2016-01-01 00:59:00 PST,+707546,+75324.8,+567948,+103795,+620805,-43082
2016-01-01 00:59:10 PST,+707151,+74872.9,+567540,+103858,+619947,-43284.3
2016-01-01 00:59:20 PST,+707147,+74869.8,+567508,+103869,+619916,-43304.2
2016-01-01 00:59:30 PST,+707111,+74792.2,+577722,+99357.3,+628831,-36732.4
2016-01-01 00:59:40 PST,+717791,+77334.6,+582042,+102535,+635925,-39540
2016-01-01 00:59:50 PST,+717740,+77286.6,+591651,+97852.6,+644704,-33547.6
2016-01-01 01:00:00 PST,+717441,+77249.1,+591585,+97700.1,+644668,-33584.4
2016-01-01 01:00:10 PST,+716844,+77365.6,+591193,+97228.6,+644679,-33572.1
2016-01-01 01:00:20 PST,+716813,+77357.4,+591601,+97197.4,+644886,-33212.2
2016-01-01 01:00:30 PST,+718838,+76534.8,+593364,+98611.3,+644850,-33188.5
2016-01-01 01:00:40 PST,+722979,+79914.4,+593417,+98562.5,+650012,-35100
2016-01-01 01:00:50 PST,+727264,+83294.1,+593429,+98535.1,+655208,-37162.6
2016-01-01 01:01:00 PST,+714969,+89168.8,+575260,+94013.1,+648968,-41285.1
2016-01-01 01:01:10 PST,+715261,+89105.4,+580534,+91699.5,+653694,-38169
2016-01-01 01:01:20 PST,+715279,+89088.1,+580282,+91873.9,+653411,-38324.8
2016-01-01 01:01:30 PST,+726599,+89393.4,+586251,+96763.3,+658202,-40558.7
2016-01-01 01:01:40 PST,+713875,+87835.7,+573312,+95396.6,+645064,-41992.6
2016-01-01 01:01:50 PST,+721245,+84516.8,+579702,+100305,+644836,-42213.2
2016-01-01 01:02:00 PST,+728653,+81511.6,+586014,+105302,+644789,-42330.9
2016-01-01 01:02:10 PST,+734165,+78891.5,+589286,+109618,+643187,-43547.3
2016-01-01 01:02:20 PST,+747304,+73111.6,+600794,+118373,+642956,-43768.5
2016-01-01 01:02:30 PST,+752963,+71234,+605323,+121909,+643386,-44038.3
2016-01-01 01:02:40 PST,+750459,+72316.8,+608807,+117520,+648601,-40455.7
2016-01-01 01:02:50 PST,+755880,+70139.7,+613355,+121234,+648500,-40563.6
2016-01-01 01:03:00 PST,+755864,+70148.9,+613237,+121255,+648423,-40636
2016-01-01 01:03:10 PST,+750703,+72258,+616157,+114383,+655054,-35911.8
2016-01-01 01:03:20 PST,+751885,+66450.3,+620903,+118067,+649714,-33971.5
2016-01-01 01:03:30 PST,+752612,+66267.6,+628544,+115238,+656185,-29511.4
2016-01-01 01:03:40 PST,+731002,+63673.4,+618181,+107775,+644162,-24444.7
2016-01-01 01:03:50 PST,+725591,+65961.3,+610919,+105497,+641768,-25920.4
2016-01-01 01:04:00 PST,+725394,+66026.2,+618091,+101858,+648452,-21327.7
2016-01-01 01:04:10 PST,+715079,+58168.8,+617906,+101877,+636151,-16377.9
2016-01-01 01:04:20 PST,+709222,+53691.5,+617799,+101786,+629239,-13627.9
2016-01-01 01:04:30 PST,+709320,+53684.5,+617851,+101876,+629231,-13627.4
2016-01-01 01:04:40 PST,+717117,+51033.3,+619062,+109333,+625021,-17091.3
2016-01-01 01:04:50 PST,+706605,+55431.2,+610099,+102224,+625219,-16870.8
2016-01-01 01:05:00 PST,+707119,+55979.5,+610147,+102278,+625941,-16976.9
2016-01-01 01:05:10 PST,+707044,+56053.5,+603048,+105619,+619535,-21342.8
2016-01-01 01:05:20 PST,+707851,+56605.3,+597569,+108459,+615243,-25094.5
2016-01-01 01:05:30 PST,+721278,+58201,+604076,+113461,+622417,-28008.5
2016-01-01 01:05:40 PST,+721323,+58198.6,+604305,+113466,+622549,-27849.2
2016-01-01 01:05:50 PST,+720940,+58333,+588310,+120808,+608138,-37608.3
2016-01-01 01:06:00 PST,+729455,+55427.3,+594443,+127039,+607586,-38191.3
2016-01-01 01:06:10 PST,+729431,+55437.4,+594422,+127023,+607586,-38190.8
2016-01-01 01:06:20 PST,+718355,+53490.9,+589518,+123705,+600644,-35302.7
2016-01-01 01:06:30 PST,+725704,+50378.3,+596040,+128627,+600642,-35279.4
2016-01-01 01:06:40 PST,+717541,+49837.6,+591768,+125577,+596509,-33567.2
2016-01-01 01:06:50 PST,+717508,+49824.4,+592032,+125497,+596682,-33355.8
2016-01-01 01:07:00 PST,+712151,+51990.2,+587468,+121886,+596707,-33272.7
2016-01-01 01:07:10 PST,+712332,+52413.7,+587391,+121779,+597227,-33336.6
2016-01-01 01:07:20 PST,+712384,+52531.1,+587366,+121760,+597362,-33354.1
2016-01-01 01:07:30 PST,+705647,+57086.8,+580720,+116490,+599189,-33463
2016-01-01 01:07:40 PST,+692584,+55609.3,+579577,+109051,+597089,-27388.5
2016-01-01 01:07:50 PST,+692644,+55692.9,+591868,+102997,+608564,-19792.8
2016-01-01 01:08:00 PST,+699633,+52340.3,+605271,+104599,+614472,-15281.1
2016-01-01 01:08:10 PST,+687029,+57155.6,+594633,+96452.4,+614034,-14966.7
2016-01-01 01:08:20 PST,+687582,+57865.3,+594609,+96467.2,+614917,-15107.4
2016-01-01 01:08:30 PST,+682837,+54502.8,+593725,+96433.7,+609119,-13413.1
2016-01-01 01:08:40 PST,+690128,+51277.4,+600139,+101292,+608988,-13521.2
2016-01-01 01:08:50 PST,+690063,+51202.8,+600493,+101218,+609131,-13232.7
2016-01-01 01:09:00 PST,+695137,+48900.9,+612138,+101389,+615350,-8729.49
2016-01-01 01:09:10 PST,+700567,+46542,+616738,+105035,+615179,-8926.95
2016-01-01 01:09:20 PST,+700251,+46688.2,+616471,+104767,+615245,-8938.69
2016-01-01 01:09:30 PST,+700244,+46735.6,+609569,+108108,+608948,-13208.1
2016-01-01 01:09:40 PST,+693083,+49656.8,+602838,+103446,+608549,-13545.8
2016-01-01 01:09:50 PST,+698386,+47300.3,+607515,+106967,+608461,-13626.6
2016-01-01 01:10:00 PST,+697445,+52751.5,+602935,+103393,+613598,-15762
2016-01-01 01:10:10 PST,+697493,+52674.6,+610160,+100176,+619943,-11202.3
2016-01-01 01:10:20 PST,+690302,+55592.9,+595393,+99448.9,+612111,-16499.1
2016-01-01 01:10:30 PST,+683299,+58610,+587480,+95130.4,+610989,-17778.6
2016-01-01 01:10:40 PST,+683299,+58610.9,+587238,+95188.5,+610818,-17959.1
2016-01-01 01:10:50 PST,+675440,+54721.9,+585476,+94050,+603485,-15095.7
2016-01-01 01:11:00 PST,+675434,+54720.7,+585509,+94047.7,+603499,-15064
2016-01-01 01:11:10 PST,+675502,+54708.2,+585553,+94101.2,+603499,-15064.6
2016-01-01 01:11:20 PST,+659190,+48622.4,+580939,+90634.6,+590508,-9488.37
2016-01-01 01:11:30 PST,+658168,+48469.4,+587889,+86553.9,+596851,-4691.56
2016-01-01 01:11:40 PST,+642966,+53531.4,+575607,+77445.2,+595317,-3861.83
2016-01-01 01:11:50 PST,+643065,+53565.6,+570436,+79933.1,+590664,-7160.44
2016-01-01 01:12:00 PST,+636769,+49188.2,+570102,+79688.8,+583636,-4244.41
2016-01-01 01:12:10 PST,+636572,+49163.7,+570000,+79566.3,+583569,-4233.04
2016-01-01 01:12:20 PST,+635764,+56972.1,+563952,+75047.1,+590938,-7025.79
2016-01-01 01:12:30 PST,+635847,+57080.6,+563884,+75057.9,+591033,-7097.07
2016-01-01 01:12:40 PST,+623568,+48214.8,+558350,+77294,+572253,-4446.41
2016-01-01 01:12:50 PST,+623599,+48140,+558818,+76775.8,+572885,-4365.91
2016-01-01 01:13:00 PST,+623530,+48098.9,+566403,+73263.4,+579637,+479.677
2016-01-01 01:13:10 PST,+616616,+51547.2,+559885,+68928.5,+579652,+539.016
2016-01-01 01:13:20 PST,+616602,+51620.2,+559832,+68899.8,+579708,+529.096
2016-01-01 01:13:30 PST,+621679,+49025.1,+564264,+72188.1,+579374,+198.778
2016-01-01 01:13:40 PST,+628886,+45850.4,+577726,+73658,+585694,+4594.13
2016-01-01 01:13:50 PST,+628818,+45859.8,+577753,+73592.5,+585738,+4648.92
2016-01-01 01:14:00 PST,+622733,+41371.7,+577658,+73637.1,+578589,+7673.19
2016-01-01 01:14:10 PST,+622514,+41446.2,+572214,+75945.2,+573830,+4349.71
2016-01-01 01:14:20 PST,+623350,+34006.9,+578119,+80561.4,+566645,+7230.86
2016-01-01 01:14:30 PST,+623163,+34300.8,+585258,+77210.6,+573271,+12045.6
2016-01-01 01:14:40 PST,+619553,+28649.2,+587586,+78815.7,+566217,+15167.2
2016-01-01 01:14:50 PST,+624504,+33377.3,+585480,+78612.8,+572038,+11283.8
2016-01-01 01:15:00 PST,+636623,+35707.6,+590223,+81940,+579599,+7925.76
2016-01-01 01:15:10 PST,+636605,+35605.3,+600391,+77747,+588202,+14589.6
2016-01-01 01:15:20 PST,+635971,+35672.1,+599913,+77308.1,+588079,+14550.5
2016-01-01 01:15:30 PST,+641224,+33509.9,+597382,+83984.3,+581809,+9960.05
2016-01-01 01:15:40 PST,+660269,+35463.3,+599434,+94201.8,+585421,+1029.17
2016-01-01 01:15:50 PST,+669021,+35788.5,+604128,+97971.2,+589250,-584.399
2016-01-01 01:16:00 PST,+675470,+40524.3,+604366,+98061.3,+596753,-3610.4
2016-01-01 01:16:10 PST,+675514,+40499.1,+604376,+98130.7,+596699,-3618.6
2016-01-01 01:16:20 PST,+687141,+42966.6,+624158,+94694.9,+617646,+2773.33
2016-01-01 01:16:30 PST,+696877,+41645.4,+630331,+99394.6,+620457,+1196.37
2016-01-01 01:16:40 PST,+710332,+43560.4,+636566,+104415,+627771,-1798.31
2016-01-01 01:16:50 PST,+715806,+41331.6,+634190,+111548,+621238,-6255.88
2016-01-01 01:17:00 PST,+721346,+39164.8,+638714,+115379,+621093,-6421.36
2016-01-01 01:17:10 PST,+720900,+39077.3,+638492,+115139,+620886,-6384.6
2016-01-01 01:17:20 PST,+733571,+33694.5,+656846,+120464,+627150,-1772.33
2016-01-01 01:17:30 PST,+733429,+33538.4,+656903,+120446,+626985,-1686.57
2016-01-01 01:17:40 PST,+726300,+30256,+655559,+119578,+620537,+1335.5
2016-01-01 01:17:50 PST,+726300,+30171.4,+655534,+119645,+620392,+1304.43
2016-01-01 01:18:00 PST,+732256,+34534.4,+655663,+119620,+627361,-1629.2
2016-01-01 01:18:10 PST,+735202,+33173.3,+658188,+121628,+627185,-1735.72
2016-01-01 01:18:20 PST,+742475,+30080.3,+670022,+124021,+632000,+1702.94
2016-01-01 01:18:30 PST,+738891,+33384.3,+665623,+120476,+633958,+973.128
2016-01-01 01:18:40 PST,+751880,+34329,+672237,+125063,+640743,-1993.97
2016-01-01 01:18:50 PST,+751745,+34349.3,+672123,+124967,+640718,-2010.65
2016-01-01 01:19:00 PST,+755965,+37591.3,+671860,+124905,+645650,-4340.96
2016-01-01 01:19:10 PST,+766263,+32634.1,+681349,+131563,+645501,-4419.91
2016-01-01 01:19:20 PST,+753109,+38488.6,+669783,+122798,+645772,-4213.07
2016-01-01 01:19:30 PST,+741638,+38060.5,+658611,+120387,+636058,-5176.6
2016-01-01 01:19:40 PST,+741662,+38148.1,+653422,+122867,+631412,-8403.33
2016-01-01 01:19:50 PST,+741593,+38109.3,+653166,+122895,+631191,-8569.52
2016-01-01 01:20:00 PST,+741570,+38092.8,+652755,+122983,+630883,-8869.31
2016-01-01 01:20:10 PST,+741740,+37914.1,+656056,+121456,+633781,-7017.68
2016-01-01 01:20:20 PST,+734555,+40405.2,+650176,+116751,+633453,-6845.09
2016-01-01 01:20:30 PST,+754498,+32765.6,+659711,+133804,+626883,-11568.4
2016-01-01 01:20:40 PST,+754471,+32751.4,+659706,+133800,+626858,-11557.7
2016-01-01 01:20:50 PST,+754183,+32479.4,+667085,+130305,+633178,-6805.97
2016-01-01 01:21:00 PST,+754995,+32440.4,+662272,+133385,+628491,-10167.1
2016-01-01 01:21:10 PST,+761960,+29377.5,+673425,+135935,+632699,-6952.49
2016-01-01 01:21:20 PST,+762507,+30078.8,+673410,+135921,+633601,-7097.47
2016-01-01 01:21:30 PST,+775023,+25166,+683836,+144538,+633396,-7322.29
2016-01-01 01:21:40 PST,+778510,+18718.1,+695596,+147587,+632718,-1989.23
2016-01-01 01:21:50 PST,+778040,+18645.5,+689756,+149814,+627574,-5551.54
2016-01-01 01:22:00 PST,+783881,+23305.4,+689709,+149708,+634727,-8423.86
2016-01-01 01:22:10 PST,+786306,+24600.9,+705204,+142547,+651035,-77.8852
2016-01-01 01:22:20 PST,+791394,+22162.7,+709717,+146160,+650605,-101.588
2016-01-01 01:22:30 PST,+792017,+22151.1,+709950,+146607,+650641,-232.107
2016-01-01 01:22:40 PST,+798677,+26612.3,+710441,+147092,+657795,-3168.46
2016-01-01 01:22:50 PST,+806120,+24012.3,+716364,+152323,+657726,-3325.44
2016-01-01 01:23:00 PST,+811416,+28508.9,+716011,+151975,+664515,-6185.88
2016-01-01 01:23:10 PST,+810737,+28498.3,+720693,+149032,+669042,-3011.53
2016-01-01 01:23:20 PST,+810613,+28286.9,+715423,+151493,+664033,-6340.15
2016-01-01 01:23:30 PST,+814983,+31629.4,+715481,+151538,+669198,-8420.11
2016-01-01 01:23:40 PST,+814876,+31583.4,+715261,+151519,+669010,-8548.11
2016-01-01 01:23:50 PST,+814699,+31742.9,+715091,+151316,+669150,-8559.77
2016-01-01 01:24:00 PST,+814315,+31986,+710142,+153219,+665052,-11426
2016-01-01 01:24:10 PST,+821497,+29506.4,+715483,+158273,+664819,-11882.3
2016-01-01 01:24:20 PST,+827072,+28088.7,+719382,+161975,+665153,-12302.2
2016-01-01 01:24:30 PST,+833544,+24901,+725321,+166166,+664978,-12406.1
2016-01-01 01:24:40 PST,+848128,+32185.4,+734174,+165505,+683824,-14235.6
2016-01-01 01:24:50 PST,+852787,+32446.5,+737253,+167183,+686514,-14713.4
2016-01-01 01:25:00 PST,+847348,+35119.1,+737331,+160922,+691555,-11612.2
2016-01-01 01:25:10 PST,+853525,+39882.8,+732151,+163433,+694146,-17861.1
2016-01-01 01:25:20 PST,+854068,+46492.3,+733028,+157419,+705893,-17218.3
2016-01-01 01:25:30 PST,+847597,+41845,+727439,+159417,+693978,-17711.9
2016-01-01 01:25:40 PST,+838797,+45836.8,+713927,+155857,+689349,-21379.5
2016-01-01 01:25:50 PST,+847623,+49052.8,+718708,+156709,+698332,-22967.2
2016-01-01 01:26:00 PST,+845942,+49804.1,+710253,+158798,+692111,-27370.9
