# file...... Voltage_652_day.csv
# date...... Sat Sep 02 13:19:34 2017
# user...... Jon
# host...... (null)
# target.... node 48
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2016-01-01 00:00:00 PST,+2403.15,-59.5221,+0,+0,+0,+0
2016-01-01 00:15:00 PST,+2497.53,-115.009,+0,+0,+0,+0
2016-01-01 00:30:00 PST,+2496.7,-118.911,+0,+0,+0,+0
2016-01-01 00:45:00 PST,+2502.96,-113.042,+0,+0,+0,+0
2016-01-01 01:00:00 PST,+2464.59,-168.674,+0,+0,+0,+0
2016-01-01 01:15:00 PST,+2496.98,-126.317,+0,+0,+0,+0
